sample_key,rel_sample_dir,subaction_index,narration_id,hand,reference_mode,ref_idx,sample_dir,reference_frame,label_heatmap_npy,labels_json,npy_sha256,reference_sha256,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,mask_area_ratio,skin_ratio_after_final,boundary_delta_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region,redraw_selfcheck_max_diff,path_overlay_inpainted,path_affordance_inpainted,tier
subaction_48_P01_109_48__episode_01_left__frame_004692_left,subaction_48_P01_109_48/episode_01_left/frame_004692_left,48,P01_109_48,left,active_hand_invisible_pre_contact,4636,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/labels.json,6448f82d0e5ac7b7264cf207634d735767d7378c221eb4f4fd46f7daf623adf9,8ac8be9b3181a38f39e45ebe15de1c5168300c6cfadc127161e9b45b47628ba8,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_48_P01_109_48/episode_01_left/frame_004692_left/vrb_style_affordance_inpainted.png,B
subaction_50_P01_109_50__episode_01_right__frame_004821_right,subaction_50_P01_109_50/episode_01_right/frame_004821_right,50,P01_109_50,right,active_hand_invisible_pre_contact,4659,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/labels.json,04d5c4ffec45627a467820df1599ffa5a6e2c7d6511da814f7fba624e5d2bf61,8cd57e566732ed909ab36890f854d67f2552832d4665016ed005e03422497338,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/reference_hand_mask.png,0.0412811814692982,0.6482578810144584,0.0,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_50_P01_109_50/episode_01_right/frame_004821_right/vrb_style_affordance_inpainted.png,B
subaction_53_P01_109_53__episode_01_right__frame_004947_right,subaction_53_P01_109_53/episode_01_right/frame_004947_right,53,P01_109_53,right,active_hand_invisible_pre_contact,4937,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/labels.json,46391fe6a946ef7030bfd02dc6d4df4fd1432ddfebf436973352d90ffabe6480,9624b3086437850dad27f954367116d2714ae31a144874a2a55b092f72bc961d,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/reference_hand_mask.png,0.0,,,0.0,0.0,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_53_P01_109_53/episode_01_right/frame_004947_right/vrb_style_affordance_inpainted.png,B
subaction_55_P01_109_55__episode_01_left__frame_005019_left,subaction_55_P01_109_55/episode_01_left/frame_005019_left,55,P01_109_55,left,active_hand_invisible_pre_contact,4959,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/labels.json,3ad2df4de1f4628a865cc31bb7c1d7042a3854c5a3f888ce25ba19b6a8bbc1ed,592e9c8b76f52b703f051774a6dd9b64ae24fa44d8425b5b8596c38d4c836af9,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/reference_hand_mask.png,0.0673228481359649,0.4946048410615339,0.0,0.0,0.0166666666666666,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_55_P01_109_55/episode_01_left/frame_005019_left/vrb_style_affordance_inpainted.png,B
subaction_56_P01_109_56__episode_01_left__frame_005062_left,subaction_56_P01_109_56/episode_01_left/frame_005062_left,56,P01_109_56,left,active_hand_invisible_pre_contact,4959,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/labels.json,dd6bdf4e0a0902e18285d6042d8d408dc367a8f4d6b45df9b8c14a9962e2ff9d,592e9c8b76f52b703f051774a6dd9b64ae24fa44d8425b5b8596c38d4c836af9,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/reference_hand_mask.png,0.0673228481359649,0.4946048410615339,0.0,0.0,0.0012,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_56_P01_109_56/episode_01_left/frame_005062_left/vrb_style_affordance_inpainted.png,B
subaction_58_P01_109_58__episode_01_right__frame_007132_right,subaction_58_P01_109_58/episode_01_right/frame_007132_right,58,P01_109_58,right,min_hand_object_iou_pre_contact_fallback,7130,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/labels.json,5984a73929047c192b92407c4da85cbec03c40f0ad9873c8c250122b6210f3ce,72c5a70d17e369f09aec7a32788502cd5eff9d1ea5f00a1b20274671f7ec58c3,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/reference_hand_mask.png,0.1960577713815789,0.9857842666410528,0.0,0.9196428571428572,0.4337333333333333,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_58_P01_109_58/episode_01_right/frame_007132_right/vrb_style_affordance_inpainted.png,B
subaction_64_P01_109_64__episode_01_left__frame_010144_left,subaction_64_P01_109_64/episode_01_left/frame_010144_left,64,P01_109_64,left,min_hand_object_iou_pre_contact_fallback,10142,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/labels.json,3d4cb3b5a31af82ecb7f76b3f5f59922aa907386ece3d5966d416d94f234147b,ec9e2c709114dcc9ea6857b5c9e0308f98ce93e3a8ab2dbd3ee085b32bacc297,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/reference_hand_mask.png,0.1436060855263158,0.6930633520449078,0.0,0.5744047619047619,0.2681333333333333,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_64_P01_109_64/episode_01_left/frame_010144_left/vrb_style_affordance_inpainted.png,B
subaction_66_P01_109_66__episode_01_left__frame_010197_left,subaction_66_P01_109_66/episode_01_left/frame_010197_left,66,P01_109_66,left,min_hand_object_iou_pre_contact_fallback,10195,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/labels.json,1af188ff966be271449c84ef58290b85c51238063a03c7c9931858ea6f85debb,44b8f8ba2da9eb44f6ac06d574157f1819043b48380944d20f46b888ee65b616,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/reference_hand_mask.png,0.0928933662280701,0.6320573139435415,0.0,0.9642857142857144,0.1666666666666666,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_66_P01_109_66/episode_01_left/frame_010197_left/vrb_style_affordance_inpainted.png,B
subaction_67_P01_109_67__episode_01_right__frame_010261_right,subaction_67_P01_109_67/episode_01_right/frame_010261_right,67,P01_109_67,right,min_hand_object_iou_pre_contact_fallback,10114,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/labels.json,fd2e1eeaa145be7b522641d29689f2aa17141e8183e423a4dc271f74b341678a,a71ca44dc32ca589dce7f1f8e33529380f2c002967ae8cdc1b628a5c4c76d968,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/reference_hand_mask.png,0.1968630071271929,0.6349137515659632,0.0,0.008695652173913,0.1846222222222222,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_67_P01_109_67/episode_01_right/frame_010261_right/vrb_style_affordance_inpainted.png,B
subaction_68_P01_109_68__episode_01_right__frame_010269_right,subaction_68_P01_109_68/episode_01_right/frame_010269_right,68,P01_109_68,right,min_hand_object_iou_pre_contact_fallback,10114,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/labels.json,ba18e590188eb16de51e022a6dbb83063a8a1e1caed23f9a19a3742c4f80ae5a,a71ca44dc32ca589dce7f1f8e33529380f2c002967ae8cdc1b628a5c4c76d968,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/reference_hand_mask.png,0.1968630071271929,0.6006552953647489,0.0,0.4267676767676767,0.2470222222222222,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_68_P01_109_68/episode_01_right/frame_010269_right/vrb_style_affordance_inpainted.png,B
subaction_69_P01_109_69__episode_01_left__frame_010374_left,subaction_69_P01_109_69/episode_01_left/frame_010374_left,69,P01_109_69,left,active_hand_invisible_pre_contact,10242,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/labels.json,7cc80cf017be59be4a679aa160144a59119fd50f9e7f169683a3da9bcd5a7d62,38446c25190f7a22b6214018c440839e927560b8c670b4c2520ede94ef3a719b,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/reference_hand_mask.png,0.1596080043859649,0.9337112171837708,0.0,0.0082079343365253,0.3949333333333333,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_69_P01_109_69/episode_01_left/frame_010374_left/vrb_style_affordance_inpainted.png,B
subaction_71_P01_109_71__episode_01_right__frame_011977_right,subaction_71_P01_109_71/episode_01_right/frame_011977_right,71,P01_109_71,right,min_hand_object_iou_pre_contact_fallback,11976,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/labels.json,54ea1c6ebd483e12470a99c9e0b066a4ba8fb016afc61af2c80f089f49a836e9,b055c4437a4e3b52895098ee56e0f315b25ecc54d855b876ad4f6b05995d1404,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/reference_hand_mask.png,0.2033819901315789,0.2405560319537843,0.0,1.0,0.5524,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_71_P01_109_71/episode_01_right/frame_011977_right/vrb_style_affordance_inpainted.png,B
subaction_73_P01_109_73__episode_01_right__frame_012104_right,subaction_73_P01_109_73/episode_01_right/frame_012104_right,73,P01_109_73,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/labels.json,eb8785a393dd157a305487af382699799c38e99a7aa97636955b0e982116625e,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/reference_hand_mask.png,0.1301740679824561,0.805093256814921,0.0,0.0,0.1624444444444444,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_73_P01_109_73/episode_01_right/frame_012104_right/vrb_style_affordance_inpainted.png,B
subaction_75_P01_109_75__episode_01_right__frame_012295_right,subaction_75_P01_109_75/episode_01_right/frame_012295_right,75,P01_109_75,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/labels.json,dadf1ee69e9b1f56e73279cc328202b49e00d5293a26e6ad113634d7983bb780,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/reference_hand_mask.png,0.1301740679824561,0.802725968436155,0.0,1.0,0.4160888888888889,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_75_P01_109_75/episode_01_right/frame_012295_right/vrb_style_affordance_inpainted.png,B
subaction_76_P01_109_76__episode_01_right__frame_012325_right,subaction_76_P01_109_76/episode_01_right/frame_012325_right,76,P01_109_76,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/labels.json,d2c673cb1501f93c9f34e26be888bce61bdd9c86247195f99a77212e7c276856,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_hand_mask.png,0.1301740679824561,0.9657101865136298,0.0,0.0,0.0001777777777777,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/vrb_style_affordance_inpainted.png,B
subaction_77_P01_109_78__episode_01_left__frame_012335_left,subaction_77_P01_109_78/episode_01_left/frame_012335_left,77,P01_109_78,left,min_hand_object_iou_pre_contact_fallback,12331,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/labels.json,b853c5caa59fa68507d99e2ae32266812f7e4cc66c04f7ca81c9196938ddd74d,d42dd29dc5fbad41d46eb19c29c41bb77b31f1a12cc9dd303e9b05cab1b6c535,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_hand_mask.png,0.1256082099780701,0.6503322259136213,0.0,0.4833333333333333,0.2259111111111111,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/vrb_style_affordance_inpainted.png,B
subaction_79_P01_109_77__episode_01_left__frame_012412_left,subaction_79_P01_109_77/episode_01_left/frame_012412_left,79,P01_109_77,left,min_hand_object_iou_pre_contact_fallback,12404,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/labels.json,e7b8d4aeb33007c4de63fe3280874dad375a6de2ad73b770c61fbaf7730249c7,dd47e2c0809cc4939af42f2054c0c2c2b051733ba0cac06a6e443f11d93b3ae2,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_hand_mask.png,0.1839621025219298,0.7650002633935626,0.0,0.2261728395061728,0.2777333333333333,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/vrb_style_affordance_inpainted.png,B
subaction_80_P01_109_80__episode_01_right__frame_012424_right,subaction_80_P01_109_80/episode_01_right/frame_012424_right,80,P01_109_80,right,min_hand_object_iou_pre_contact_fallback,12407,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/labels.json,8f809be7f7ef5c2af3f518559ae98ccbca328265b041ccdbb41cb952810f250a,2844bf92b83e8ab5c20eba84c46eb9ede8a32c731a82af2e5ee638aa30c2ab99,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_hand_mask.png,0.1867804276315789,0.688917592353397,0.0,0.0,0.2332444444444444,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/vrb_style_affordance_inpainted.png,B
